graph_id,src,dst
3892,425,1545
3920,425,1545
3932,425,1545
3986,3195,1097
3986,3195,1097
3986,3195,1097
3986,3195,1097
3986,3195,1097
3986,3195,1097
3986,3195,1097
3989,425,1545
3989,425,1545
4008,425,1545
4008,425,1545
4014,425,1545
4014,425,1545
4014,425,1545
4038,3195,1097
4038,3195,1097
4038,3195,1097
4038,3195,1097
4038,3195,1097
4038,3195,1097
4038,3195,1097
4038,3195,1097
4038,3195,1097
4038,3195,1097
4038,3195,1097
4039,425,1545
4039,425,1545
4083,3195,1097
4083,3195,1097
4083,3195,1097
4083,3195,1097
4083,3195,1097
4083,3195,1097
4083,3195,1097
4083,3195,1097
4083,3195,1097
4123,425,1545
4123,425,1545
4153,3195,1097
4153,3195,1097
4153,3195,1097
4169,979,1263
4184,3195,1097
4184,3195,1097
4184,3195,1097
4184,3195,1097
4184,3195,1097
4184,3195,1097
4184,3195,1097
4184,3195,1097
4184,3195,1097
4184,3195,1097
4209,425,1545
4255,425,1545
4255,425,1545
4255,425,1545
4255,425,1545
4255,425,1545
4255,425,1545
4265,425,1545
4265,425,1545
4265,425,1545
4299,425,1545
4309,3195,1097
4309,3195,1097
4309,3195,1097
4330,979,1263
4330,979,1263
4430,979,1263
4430,979,1263
4452,979,1263
4452,979,1263
4456,425,1545
4464,425,1545
4464,425,1545
4468,979,1263
4491,425,1545
4531,979,1263
4531,979,1263
4534,979,1263
4543,979,1263
4543,979,1263
4573,979,1263
4582,425,1545
4582,425,1545
4597,979,1263
4598,979,1263
4598,979,1263
4633,979,1263
4633,979,1263
4651,979,1263
4652,979,1263
4726,979,1263
4732,425,1545
4732,425,1545
4732,425,1545
4732,425,1545
4806,979,1263
4822,979,1263
4822,979,1263
4824,979,1263
4824,979,1263
4826,425,1545
4826,425,1545
4826,425,1545
4843,979,1263
4906,979,1263
4906,979,1263
4917,425,1545
4917,425,1545
4917,425,1545
4917,425,1545
4919,979,1263
4929,1069,1500
4929,1069,1500
4949,425,1545
4949,425,1545
4963,425,1545
4965,425,1545
4965,425,1545
4968,3195,1097
4968,3195,1097
4968,3195,1097
4968,3195,1097
4968,3195,1097
4969,425,1545
4979,3195,1097
4979,3195,1097
4979,3195,1097
4979,3195,1097
4979,3195,1097
4986,979,1263
4999,425,1545
5044,3195,1097
5044,3195,1097
5079,979,1263
5088,3195,1097
5088,3195,1097
5195,979,1263
5311,979,1263
5311,979,1263
5317,1069,1500
5317,1069,1500
5325,425,1545
5331,979,1263
5331,979,1263
5393,979,1263
5393,979,1263
5518,3195,1097
5518,3195,1097
5553,979,1263
5562,3195,1097
5562,3195,1097
5669,979,1263
5785,979,1263
5785,979,1263
5791,1069,1500
5791,1069,1500
5799,425,1545
5805,979,1263
5805,979,1263
5867,979,1263
5867,979,1263
5992,3195,1097
5992,3195,1097
6027,979,1263
6036,3195,1097
6036,3195,1097
6143,979,1263
6259,979,1263
6259,979,1263
6265,1069,1500
6265,1069,1500
6273,425,1545
6279,979,1263
6279,979,1263
6341,979,1263
6341,979,1263
6466,3195,1097
6466,3195,1097
6501,979,1263
6510,3195,1097
6510,3195,1097
6617,979,1263
6733,979,1263
6733,979,1263
6739,1069,1500
6739,1069,1500
6747,425,1545
6753,979,1263
6753,979,1263
6815,979,1263
6815,979,1263
6940,3195,1097
6940,3195,1097
6975,979,1263
6984,3195,1097
6984,3195,1097
7091,979,1263
7207,979,1263
7207,979,1263
7213,1069,1500
7213,1069,1500
7221,425,1545
7227,979,1263
7227,979,1263
7289,979,1263
7289,979,1263
7414,3195,1097
7414,3195,1097
7449,979,1263
7458,3195,1097
7458,3195,1097
7565,979,1263
7681,979,1263
7681,979,1263
7687,1069,1500
7687,1069,1500
7695,425,1545
7701,979,1263
7701,979,1263
7763,979,1263
7763,979,1263
7888,3195,1097
7888,3195,1097
7923,979,1263
7932,3195,1097
7932,3195,1097
8039,979,1263
8155,979,1263
8155,979,1263
8161,1069,1500
8161,1069,1500
8169,425,1545
8175,979,1263
8175,979,1263
8237,979,1263
8237,979,1263
