id,content
123,"Alexa, tell  smart work to go recharge."
124,"Alexa, find my keys"
125,"Alexa, ring my backpack"
126,"Alexa, ask AT&T Internet."
127,"Alexa, ask SimpliSafe to arm my system in home mode."
128,"Alexa, tell SimpliSafe to lock up."
129,"Alexa, tell SimpliSafe good night."
130,"Alexa, tell SimpliSafe I'm going to bed."
131,"Alexa, I am leaving."
132,"Alexa, ask SimpliSafe to arm my system in away mode"
133,"Alexa, tell SimpliSafe I m going out"
134,"Alexa, tell SimpliSafe I m leaving"
135,"Alexa, tell SimpliSafe to turn on Check Status"
136,"Alexa, ask SimpliSafe if my house is secure "
137,"Alexa, ask SimpliSafe if I am protected "
138,"Alexa, ask SimpliSafe for my current status "
139,"Alexa, discover my printer"
140,"Alexa, turn on the TV"
141,"Alexa, turn on the TV"
142,"Alexa, turn on ESPN"
143,"Alexa, change channel to 29"
144,"Alexa, turn up the volume"
145,"Alexa, mute the TV"
146,"Alexa, pause Netflix"
147,"Alexa, turn off the TV"
148,"Alexa, Robot vacuum starts"
149,"Alexa, tell Samsung to turn on my robot vacuum"
150,"Alexa, tell Samsung to set robot to Max mode"
151,"Alexa, tell Samsung to return Powerbot home Washer & Dryer (start, pause, cancel, remaining time, current status check)"
152,"Alexa, tell Samsung to start my washer"
153,"Alexa, tell Samsung to pause the washing machine"
154,"Alexa, ask Samsung what mode is running on the dryer"
155,"Alexa, ask Samsung what is the remaining time on my dryer"
156,"Alexa, tell Samsung to do the dishes"
157,"Alexa, tell Samsung to cancel dishwasher"
158,"Alexa, ask Samsung what is the status of dishwasher"
159,"Alexa, ask Samsung what is the remaining time on dishwasher"
160,"Alexa, tell Samsung to start Power Cool"
161,"Alexa, tell Samsung to turn off Power Freeze"
162,"Alexa, ask Samsung what is the temperature of my refrigerator Air Conditioner (on/off, set temp/mode, temp."
163,"Alexa, tell Samsung to turn on the AC"
164,"Alexa, tell Samsung to set my AC to Cool"
165,"Alexa, tell Samsung to set the air conditioner to Turbo"
166,"Alexa, tell Samsung to decrease the air conditioning by 2 degrees"
167,"Alexa, show my nursery camera"
168,"Alexa, turn on my Bedroom lights"
169,"Alexa, dim the Living Room lights"
170,"Alexa, set the bedroom light to orange"
171,"Alexa, set the kitchen light to cool white"
172,"Alexa, make the living room warmer"
173,"Alexa, open smart camera"
174,"Alexa, open smart camera"
175,"Alexa, turn on my Living room lights"
176,"Alexa, dim the Bedroom lights"
177,"Alexa, make the bedroom warmer"
178,"Alexa, discover my devices"
179,"Alexa, turn on the robot vacuum"
180,"Alexa, turn off the robot vacuum"
181,"Alexa, turn on the air conditioner"
182,"Alexa, set the air conditioner to 23 degrees"
183,"Alexa, increase the air conditioner by 2 degrees"
184,"Alexa, decrease the air conditioner by 2 degrees"
185,"Alexa, ask Bose to play Preset 1"
186,"Alexa, ask Bose to skip this song"
187,"Alexa, ask Bose to turn off"
188,"Alexa, ask Bose to play Preset 1 in the bedroom"
189,"Alexa, Turn on My Jams"
190,"Alexa, turn on Watch TV"
191,"Alexa, so she can communicate with your device for you."
192,"Alexa, lock the garage door"
193,"Alexa, unlock the garage door"
194,"Alexa, play music for meditation in the bedroom"
195,"Alexa, play top hits from the 1970s in the kitchen"
196,"Alexa, pause in the kitchen"
197,"Alexa, turn up the volume in the bathroom"
198,"Alexa, volume 5 on the patio"
199,"Alexa, repeat the song in the kitchen"
200,"Alexa, turn on the TV"
201,"Alexa, turn it up"
202,"Alexa, go right on TV"
203,"Alexa, move down on TV"
204,"Alexa, select this on TV"
205,"Alexa, discover my devices"
206,"Alexa, decrease the Bedroom by 3 degrees"
207,"Alexa, set Downstairs temperature to 72"
208,"Alexa, set thermostat to 72 degrees"
209,"Alexa, increase thermostat name   by 10 degrees"
210,"Alexa, decrease   group or thermostat name   by 10 degrees"
211,"Alexa, set Thermostat to Auto"
212,"Alexa, set thermostat to 76 degrees until 7 PM"
213,"Alexa, set the Living Room to 72 degrees until 7:15PM"
214,"Alexa, resume thermostat schedule"
215,"Alexa, show Camera"
216,"Alexa, decrease Bedroom by 3 degrees"
217,"Alexa, set Downstairs temperature to 72"
218,"Alexa, set the Living Room to 72 degrees until 7:15PM"
219,"Alexa, resume Bedroom schedule"
220,"Alexa, show the front door"
221,"Alexa, stop alarming"
222,"Alexa, go home"
223,"Alexa, turn on front door"
224,"Alexa, play news"
225,"Alexa, play my notifications"
226,"Alexa, delete my notifications"
227,"Alexa, stop playing"
228,"Alexa, show the living room"
229,"Alexa, turn on Bedroom lamp"
230,"Alexa, turn off Kitchen lights"
231,"Alexa, set Basement to 50%"
232,"Alexa, dim Living Room"
233,"Alexa, brighten Bedroom For Locks"
234,"Alexa, lock my Front Door"
235,"Alexa, set Upstairs to 70 degrees"
236,"Alexa, increase Bedroom temperature"
237,"Alexa, show my doorbell camera"
238,"Alexa, show my outdoor camera"
239,"Alexa, turn on the kitchen lights"
240,"Alexa, discover my devices"
241,"Alexa, discover my phone"
242,"Alexa, discover headphone"
243,"Alexa, ask Quick Remote to pause"
244,"Alexa, discover my bluetooth"
245,"Alexa, turn on the robot vacuum"
246,"Alexa, turn off the robot vacuum"
247,"Alexa, turn on the air conditioner"
248,"Alexa, set the air conditioner to 23 degrees"
249,"Alexa, increase the air conditioner by 2 degrees"
250,"Alexa, decrease the air conditioner by 2 degrees"
251,"Alexa, turn on my Bedroom lights"
252,"Alexa, dim the Living Room lights"
253,"Alexa, watch Netflix"
254,"Alexa, turn off Netflix"
255,"Alexa, next/previous on Plex"
256,"Alexa, turn on my Livingroom light"
257,"Alexa, turn off my Livingroom light"
258,"Alexa, dim my living room light"
259,"Alexa, brighten my living room light"
260,"Alexa, set the living room light to 20 percent"
261,"Alexa, set bedroom light to green."
262,"Alexa, set bedroom light to cool white."
263,"Alexa, pause the PlayStation WiFi"
264,"Alexa, pause the WiFi for 20 minutes"
265,"Alexa, unpause the WiFi for Timmy"
266,"Alexa, tell Ambi I'm comfortable"
267,"Alexa, ask Ambi for help"
268,"Alexa, turn on my livingroom light  "
269,"Alexa, turn off my livingroom light  "
270,"Alexa, dim my livingroom light  "
271,"Alexa, brighten my livingroom light  "
272,"Alexa, set the livingroom light to 20 percent  "
273,"Alexa, set bedroom light to green."
274,"Alexa, set bedroom light to cool white."
275,"Alexa, ask MusicCast to turn on the Kitchen."
276,"Alexa, ask MusicCast to play Favorite 1 in the Bedroom."
277,"Alexa, ask MusicCast to play Playlist 1 in the Bathroom."
278,"Alexa, ask MusicCast to play Recents in the Bedroom."
279,"Alexa, ask MusicCast to turn up the volume in the Den."
280,"Alexa, ask MusicCast to mute the Garden."
281,"Alexa, ask MusicCast to unmute the Patio."
282,"Alexa, ask MusicCast to switch input to HDMI 1 in the Living Room."
283,"Alexa, ask MusicCast what's playing in the Backyard."
284,"Alexa, ask MusicCast to play/stop/pause/skip song/play previous song in the Family Room."
285,"Alexa, ask MusicCast to connect the Kitchen with the Living Room."
286,"Alexa, ask MusicCast to unlink the Kitchen."
287,"Alexa, ask MusicCast to unlink all rooms."
288,"Alexa, ask MusicCast to play the piano."
289,"Alexa, ask MusicCast to stop the piano."
290,"Alexa, ask MusicCast to play Angel on the piano."
291,"Alexa, ask MusicCast to turn up the volume on the piano."
292,"Alexa, ask MusicCast to turn down the volume on the piano."
293,"Alexa, play some jazz in the kitchen"
294,"Alexa, ask Roomba to start vacuuming"
295,"Alexa, ask Braava to start mopping"
296,"Alexa, ask Roomba to clean with  Rosie and  Bob"
297,"Alexa, tell Roomba to stop vacuuming"
298,"Alexa, tell Braava to stop sweeping"
299,"Alexa, tell Roomba to pause/resume vacuuming"
300,"Alexa, ask Braava to pause/resume mopping"
301,"Alexa, tell Roomba to go home"
302,"Alexa, tell Roomba to go recharge"
303,"Alexa, tell iRobot to return to its dock"
304,"Alexa, ask Roomba where it is"
305,"Alexa, ask Braava to sing for me"
306,"Alexa, tell Roomba I found it"
307,"Alexa, tell Roomba to be quiet"
308,"Alexa, ask Roomba what it's doing"
309,"Alexa, ask Braava if it's done yet"
310,"Alexa, ask Roomba to schedule vacuuming"
311,"Alexa, tell Roomba to schedule cleaning on Monday at 10 AM"
312,"Alexa, ask Braava to schedule mopping in the morning"
313,"Alexa, tell Roomba to list my cleaning schedule"
314,"Alexa, tell Roomba to cancel vacuuming on Tuesdays"
315,"Alexa, ask Roomba to vacuum the master bedroom"
316,"Alexa, ask Braava to mop my kitchen"
317,"Alexa, tell Roomba there is a mess in the kitchen and living room"
318,"Alexa, tell Roomba to vacuum and Braava to mop the kitchen"
319,"Alexa, tell Roomba to start  Rosie in the living room and  Bob in the kitchen"
320,"Alexa, ask Roomba to schedule vacuuming in the dining room on Tuesdays"
321,"Alexa, set 'House' to 78 degrees"
322,"Alexa, turn on the plug"
323,"Alexa, tell Total Connect to Arm"
324,"Alexa, tell Total Connect to Arm Away"
325,"Alexa, tell Total Connect to Arm Stay"
326,"Alexa, connect to phone."
327,"Alexa, turn on my livingroom light  "
328,"Alexa, turn off my livingroom light  "
329,"Alexa, dim my livingroom light  "
330,"Alexa, brighten my livingroom light  "
331,"Alexa, set the livingroom light to 20 percent  "
332,"Alexa, set bedroom light to green."
333,"Alexa, set bedroom light to daylight."
334,"Alexa, turn on the living room light"
335,"Alexa, turn off the living room light"
336,"Alexa, turn on the Bedroom light"
337,"Alexa, turn off the Bedroom light"
338,"Alexa, set the Bedroom light to 50%"
339,"Alexa, brighten the Bedroom light"
340,"Alexa, dim the Bedroom light"
341,"Alexa, set Kitchen to cool"
342,"Alexa, set Kitchen to heat"
343,"Alexa, set Kitchen to auto"
344,"Alexa, set Kitchen to off"
345,"Alexa, turn on my TV"
346,"Alexa, connect to devices"
347,"Alexa, turn on TV"
348,"Alexa, turn off TV"
349,"Alexa, turn up the volume by 3 on TV"
350,"Alexa, turn down the volume by 3 on TV"
351,"Alexa, mute TV"
352,"Alexa, unmute TV"
353,"Alexa, change channel to 200 on TV"
354,"Alexa, change channel to XXX on TV"
355,"Alexa, fast forward on TV"
356,"Alexa, rewind on TV"
357,"Alexa, pause TV"
358,"Alexa, resume TV"
359,"Alexa, play on TV"
360,"Alexa, rewind on TV"
361,"Alexa, stop on TV"
362,"Alexa, ask Govee what s the temperature of bedroom."
363,"Alexa, ask Govee what s the humidity of the bedroom."
364,"Alexa, ask Govee what s the temperature and humidity of the bedroom."
365,"Alexa, ask Govee about the temp and humidity of the bedroom."
366,"Alexa, ask Govee for the temperature and humidity of the bedroom."
367,"Alexa, ask Govee to give me the temperature and humidity of the bedroom."
368,"Alexa, ask Govee to tell me the temperature and humidity of the bedroom."
369,"Alexa, ask robo rock to clean"
370,"Alexa, ask robo rock to clean with  Bobby"
371,"Alexa, ask robo rock to start cleaning"
372,"Alexa, ask robo rock to start cleaning with Bobby"
373,"Alexa, ask robo rock to vacuum"
374,"Alexa, ask robo rock to vacuum with Bobby"
375,"Alexa, ask robo rock to start vacuuming"
376,"Alexa, ask robo rock to start vacuuming with Bobby"
377,"Alexa, ask robo rock to stop charging"
378,"Alexa, ask robo rock to stop Bobby"
379,"Alexa, ask robo rock to stop cleaning"
380,"Alexa, ask robo rock to stop cleaning with Bobby"
381,"Alexa, ask robo rock to stop vacuuming"
382,"Alexa, ask robo rock to stop vacuuming with Bobby"
383,"Alexa, ask robo rock to pause"
384,"Alexa, ask robo rock to pause Bobby"
385,"Alexa, ask robo rock to pause cleaning"
386,"Alexa, ask robo rock to pause cleaning with Bobby"
387,"Alexa, ask robo rock to resume"
388,"Alexa, ask robo rock to resume with Bobby"
389,"Alexa, ask robo rock to say hi"
390,"Alexa, ask robo rock to say hi with Bobby"
391,"Alexa, ask robo rock to say hi for me"
392,"Alexa, ask robo rock to say hi for me with Bobby"
393,"Alexa, ask robo rock to say where is my Bobby"
394,"Alexa, ask robo rock to tell me what is my vacuum doing"
395,"Alexa, ask robo rock to give me an update"
396,"Alexa, ask robo rock to dock"
397,"Alexa, ask robo rock to dock with Bobby"
398,"Alexa, ask robo rock to send Bobby home"
399,"Alexa, ask robo rock to recharge"
400,"Alexa, ask robo rock to recharge with Bobby"
401,"Alexa, ask robo rock to change mode"
402,"Alexa, ask robo rock to change to silent"
403,"Alexa, ask robo rock to change to balanced"
404,"Alexa, ask robo rock to change to turbo"
405,"Alexa, ask robo rock to change to Max"
406,"Alexa, ask robo rock to switch mode"
407,"Alexa, ask robo rock to switch to silent"
408,"Alexa, ask robo rock to switch to balanced"
409,"Alexa, ask robo rock to switch to turbo"
410,"Alexa, ask robo rock to switch to Max"
411,"Alexa, show the front door"
412,"Alexa, show the living room"
413,"Alexa, answer the Front Door"
414,"Alexa, show me Front Door"
415,"Alexa, connect the device"
416,"Alexa, connect the smartphone"
417,"Alexa, show me Front Door"
418,"Alexa, connect Air Conditioner"
419,"Alexa, set the air conditioner to 72 degrees"
420,"Alexa, what temperature is it in here"
421,"Alexa, turn down the air conditioner"
422,"Alexa, set the air conditioner to cool"
423,"Alexa, set the air conditioner fan speed to high Coffee Brewer"
424,"Alexa, turn on coffee brewer"
425,"Alexa, turn off coffee brewer Oven"
426,"Alexa, turn on the oven"
427,"Alexa, preheat the oven to three hundred fifty degrees"
428,"Alexa, preheat the oven to three hundred fifty degrees in convection roasting"
429,"Alexa, bake for 45 minutes in the oven"
430,"Alexa, set the oven to convection baking for 20 minutes"
431,"Alexa, cook chicken nuggets in the oven for 30 minutes"
432,"Alexa, open the oven door Microwave"
433,"Alexa, microwave for two minutes on high"
434,"Alexa, defrost five pounds of chicken"
435,"Alexa, add 30 seconds to the microwave"
436,"Alexa, pause the microwave"
437,"Alexa, resume the microwave"
438,"Alexa, stop the microwave"
439,"Alexa, microwave for 2 minutes 30 seconds Hood"
440,"Alexa, turn on the hood fan"
441,"Alexa, turn on the hood light"
442,"Alexa, set the hood fan speed to boost"
443,"Alexa, set the hood light level to max Advantium"
444,"Alexa, turn off the Advantium"
445,"Alexa, preheat the Advantium to 350 degrees"
446,"Alexa, set the Advantium to warm/broil/toast/proof"
447,"Alexa, cook for 20 minutes in the Advantium"
448,"Alexa, set the Advantium to convection baking for 20 minutes"
449,"Alexa, set Advantium to convection bake at 350 degrees"
450,"Alexa, microwave for 10 minutes in Advantium"
451,"Alexa, is the Advantium on"
452,"Alexa, Dishwasher"
453,"Alexa, what is the dishwasher status Washer"
454,"Alexa, what is the washer status"
455,"Alexa, turn on the washer  "
456,"Alexa, set the refrigerator to 150 degrees"
457,"Alexa, set the refrigerator to minimum/maximum"
458,"Alexa, set the refrigerator to hot chocolate"
459,"Alexa, set the refrigerator to tea"
460,"Alexa, Show me Oliver"
461,"Alexa, turn off TV  "
462,"Alexa, unmute TV  "
463,"Alexa, mute TV  "
464,"Alexa, turn up the volume by 10 on TV  "
465,"Alexa, channel up on TV  "
466,"Alexa, change channel to 25 on TV  "
467,"Alexa, change channel to ESPN on TV  "
468,"Alexa, Play TV  "
469,"Alexa, Pause TV  "
470,"Alexa, Discover Devices"
471,"Alexa, turn on Room Preset 1,"
472,"Alexa, ask Tailwind to open garage door "
473,"Alexa, ask Tailwind to open garage door 1 "
474,"Alexa, ask Tailwind to open garage door 3 "
475,"Alexa, ask Tailwind to open door 2 "
476,"Alexa, ask Tailwind to open gate"
477,"Alexa, ask Tailwind to close all doors "
478,"Alexa, ask Tailwind to close garage"
479,"Alexa, ask Tailwind to close garage door 1 "
480,"Alexa, ask Tailwind to close garage door 3 "
481,"Alexa, ask Tailwind to close door 2 "
482,"Alexa, ask Tailwind to close gate"
483,"Alexa, ask Tailwind to check garage door"
484,"Alexa, ask Tailwind to check door"
485,"Alexa, ask Tailwind to check garage"
486,"Alexa, ask Tailwind to check all doors "
487,"Alexa, ask Tailwind to check gate"
488,"Alexa, connect to my phone"
489,"Alexa, turn on the light."
490,"Alexa, turn off the light."
491,"Alexa, dim the light."
492,"Alexa, brighten the light."
493,"Alexa, set the light to 50 percent."
494,"Alexa, set the light to red."
495,"Alexa, set the light warm white."
496,"Alexa, turn on the Kitchen"
497,"Alexa, turn off the Bedroom"
498,"Alexa, dim the Dining Room"
499,"Alexa, dim the Dining Room to 25%"
500,"Alexa, brighten the Living Room"
501,"Alexa, disconnect my phone"
502,"Alexa, turn on living room ac."
503,"Alexa, turn off living room ac."
504,"Alexa, set mode on living room ac to cool."
505,"Alexa, set the living room ac temperature to 16."
506,"Alexa, switch to TNT"
507,"Alexa, go to Channel 600"
508,"Alexa, change the channel to NBC   Search the Guide and VideoOnDemand"
509,"Alexa, search for Fixer Upper"
510,"Alexa, find me Tom Cruise movies      "
511,"Alexa, play Shark Tank    Control Playback      "
512,"Alexa, go back 1 minute or"
513,"Alexa, skip 10 seconds   Supported devices: VMS1100 (Quantum DVR), IPC1100, and IPC815W."
514,"Alexa, change the brightness of living room light to 50%"
515,"Alexa, show my Baby room camera"
516,"Alexa, turn on my bedroom lamp"
517,"Alexa, change the brightness of living room light to 50%"
518,"Alexa, connect to my smartphone"
519,"Alexa, turn on my livingroom light  "
520,"Alexa, turn off my livingroom light  "
521,"Alexa, dim my livingroom light  "
522,"Alexa, brighten my livingroom light  "
523,"Alexa, set livingroom light to 20 percent  "
524,"Alexa, set livingroom light to green  "
525,"Alexa, set livingroom light to warm white Plugs:  "
526,"Alexa, turn on my plug  "
527,"Alexa, turn off my plug Currently this skill supports Vivitar smart plugs and smart bulbs."
528,"Alexa, discover my devices"
529,"Alexa, connect to smartphone"
530,"Alexa, ask Nanit to turn on the lights in Lilly's room"
531,"Alexa, tell My Dishwasher to assist"
532,"Alexa, tell My Dishwasher to start the Normal degrees programme"
533,"Alexa, tell My Dishwasher to start the Auto programme with vario speed"
534,"Alexa, tell My Dishwasher to start"
535,"Alexa, tell My Dishwasher to run with half load"
536,"Alexa, tell My Dishwasher to run Heavy in 2 hours"
537,"Alexa, tell My Dishwasher to start my favorite program"
538,"Alexa, tell My Dishwasher to stop beeping"
539,"Alexa, ask My Dishwasher to turn on"
540,"Alexa, ask My Dishwasher to turn off"
541,"Alexa, ask My Dishwasher for its status"
542,"Alexa, ask My Dishwasher when the dishes will be ready"
543,"Alexa, begin creating your Alexa Routine."
544,"Alexa, turn on the TV"
545,"Alexa, turn on Netflix"
546,"Alexa, turn up the volume"
547,"Alexa, pause the show"
548,"Alexa, ask Harmony to turn on the TV"
549,"Alexa, ask Harmony to turn on Netflix"
550,"Alexa, ask Harmony to turn up the volume"
551,"Alexa, ask Harmony to pause"
552,"Alexa, ask Harmony to set my default volume units to 10"
553,"Alexa, ask Netro to turn off the sprinklers"
554,"Alexa, set the   living room   temperature to 72 degrees"
555,"Alexa, increase the   bedroom   temperature by 2 degrees"
556,"Alexa, turn on the   living room  "
557,"Alexa, turn off the   living room  "
558,"Alexa, launch chair control"
559,"Alexa, turn on kitchen light"
560,"Alexa, turn off kitchen light"
561,"Alexa, dim livingroom light"
562,"Alexa, brighten livingroom light"
563,"Alexa, set the livingroom light to  20 percent"
564,"Alexa, set the bedroom light to blue"
565,"Alexa, turn on bedroom air conditioner"
566,"Alexa, show the front door"
567,"Alexa, show the living room"
568,"Alexa, stop"
569,"Alexa, ask WINIX for speed setting to low (or medium, high, turbo, auto, sleep mode)"
570,"Alexa, refer to your SHIELD TV by the device name."
571,"Alexa, turn on the room"
572,"Alexa, show the room"
573,"Alexa, turn off the room"
574,"Alexa, ask proscenic air fryer to power on"
575,"Alexa, ask proscenic air fryer to power off"
576,"Alexa, ask proscenic air fryer to preheat"
577,"Alexa, ask proscenic air fryer to warm {minute} minutes"
578,"Alexa, ask proscenic air fryer to cook {menu}"
579,"Alexa, set bedroom to warm white"
580,"Alexa, turn on Good Morning"
581,"Alexa, set the Garden light to Orange"
582,"Alexa, brighten Pond Lights to 60%"
583,"Alexa, set Pond Pump Speed to 9"
584,"Alexa, turn on the tv"
585,"Alexa, play The Beatles on Dining Room"
586,"Alexa, play the latest episode of This American Life on Living Room"
587,"Alexa, play WNYC from TuneIn on Kitchen"
588,"Alexa, play the album Nevermind by Nirvana on Bedroom"
589,"Alexa, turn down the volume on Dining Room"
590,"Alexa, resume on Bedroom"
591,"Alexa, next on Bedroom"
592,"Alexa, previous on Bedroom"
593,"Alexa, start over on Bedroom"
594,"Alexa, pause on Bedroom"
595,"Alexa, stop on Bedroom"
596,"Alexa, mute on Kitchen"
597,"Alexa, discover my devices"
598,"Alexa, turn on the Living Room lamp."
599,"Alexa, turn off the Living Room lamp."
600,"Alexa, Dimmers "
601,"Alexa, set Living Room to 50%."
602,"Alexa, turn on the Bedroom lamp."
603,"Alexa, turn off the Garage Fan."
604,"Alexa, Door Locks "
605,"Alexa, Lock the Front Door."
606,"Alexa, Lock the Garage Door."
607,"Alexa, Blue By ADT system "
608,"Alexa, arm my home in night mode."
609,"Alexa, turn on the lights"
610,"Alexa, set Kitchen lights to 50%"
611,"Alexa, set the lights to red"
612,"Alexa, set the lights to warm white"
613,"Alexa, change the Kitchen light to incandescent"
614,"Alexa, make the lights cooler"
615,"Alexa, dim the Kitchen light"
616,"Alexa, turn on Movie Night"
617,"Alexa, dim the Bedroom lights by 25%"
618,"Alexa, change the Living Room to cool white"
619,"Alexa, turn on lights"
620,"Alexa, turn off lights"
621,"Alexa, set the target temperature value  "
622,"Alexa, set air conditioner   to heat"
623,"Alexa, set air conditioner to cool"
624,"Alexa, ask RoboVac to start cleaning"
625,"Alexa, ask RoboVac to stop cleaning"
626,"Alexa, ask RoboVac to go home"
627,"Alexa, ask RoboVac to find my robot"
628,"Alexa, ask RoboVac to start cleaning"
629,"Alexa, ask RoboVac to stop cleaning"
630,"Alexa, ask RoboVac to go home"
631,"Alexa, ask RoboVac to find my robot"
632,"Alexa, ask Kohler to dispense one cup of water."
633,"Alexa, ask Kohler to turn off my kitchen faucet."
634,"Alexa, ask Kohler to turn on my shower preset three."
635,"Alexa, ask Kohler to set my shower to 105 degrees."
636,"Alexa, show the back door"
637,"Alexa, connect to my phone"
638,"Alexa, show the front door"
639,"Alexa, show my front door camera  "
640,"Alexa, stop my front door camera  "
641,"Alexa, hide my front door camera  "
642,"Alexa, turn on light"
643,"Alexa, turn on Family Room"
644,"Alexa, turn on the Kitchen Lights"
645,"Alexa, turn off the Kitchen Lights"
646,"Alexa, set the Kitchen Lights to 40%"
647,"Alexa, brighten the Kitchen Lights"
648,"Alexa, dim the Kitchen Lights"
649,"Alexa, discover my devices"
650,"Alexa, turn on kitchen light"
651,"Alexa, set bedroom humidity to 50 percent "
652,"Alexa, turn on bedtime."
653,"Alexa, tell Whirlpool to pause the washer."
654,"Alexa, ask Whirlpool how much time is left on the washing machine."
655,"Alexa, tell Whirlpool to turn on the dryer."
656,"Alexa, tell Whirlpool to turn on dryer Wrinkle Shield."
657,"Alexa, ask Whirlpool for time remaining on the dryer."
658,"Alexa, tell Whirlpool to start the allinone."
659,"Alexa, ask Whirlpool how much time is left on the allinone machine."
660,"Alexa, microwave for 3 minutes"
661,"Alexa, turn on the hood light."
662,"Alexa, turn the hood fan on."
663,"Alexa, cook popcorn in the microwave."
664,"Alexa, defrost for 12 minutes."
665,"Alexa, ask Whirlpool to preheat the oven."
