graph_id,label,num_nodes
336,0,2344
337,1,2342
338,0,2344
339,0,2342
340,0,2343
341,0,2344
342,1,2342
343,0,2342
344,1,2344
345,0,2342
346,0,2342
347,0,2344
348,0,2342
349,0,2342
350,0,2342
351,0,2343
352,0,2343
353,1,2344
354,0,2343
355,0,2345
356,0,2343
357,0,2343
358,1,2344
359,1,2344
360,0,2343
361,0,2344
362,1,2343
363,0,2345
364,0,2343
365,0,2344
366,1,2344
367,0,2343
368,0,2345
369,0,2343
370,0,2343
371,0,2343
372,1,2344
373,0,2343
374,0,2343
375,0,2345
376,0,2345
377,0,2343
378,1,2344
379,0,2343
380,0,2343
381,0,2343
382,1,2344
383,1,2343
384,1,2343
385,0,2343
386,0,2343
387,0,2343
388,0,2343
389,0,2342
390,0,2343
391,0,2344
392,0,2343
393,0,2344
394,0,2343
395,0,2343
396,0,2343
397,0,2344
398,1,2343
399,0,2344
400,0,2343
401,0,2343
402,0,2346
403,1,2343
404,0,2344
405,0,2343
406,0,2346
407,0,2344
408,0,2343
409,0,2343
410,0,2347
411,0,2343
412,0,2343
413,0,2343
414,0,2344
415,0,2345
416,0,2344
417,0,2343
418,0,2343
419,0,2344
420,0,2344
421,1,2343
422,0,2343
423,1,2343
424,0,2343
425,0,2343
426,0,2343
427,0,2346
428,0,2343
429,0,2343
430,1,2343
431,0,2344
432,0,2344
433,1,2341
434,0,2344
434,0,2348
435,0,2342
436,1,2341
437,1,2345
438,0,2345
439,1,2346
440,1,2342
441,0,2343
442,0,2341
443,0,2344
444,0,2342
445,1,2347
446,0,2341
447,0,2343
448,0,2342
449,1,2342
450,1,2345
451,1,2341
452,0,2347
453,1,2341
454,0,2342
455,1,2342
456,1,2348
457,0,2343
458,0,2346
459,0,2345
460,1,2342
461,0,2341
462,0,2341
463,1,2342
464,0,2346
465,0,2343
466,0,2344
467,0,2344
468,0,2344
469,1,2345
470,0,2348
471,1,2345
472,0,2347
473,1,2345
474,0,2344
475,0,2343
476,0,2348
477,0,2343
478,0,2348
479,0,2344
480,0,2344
481,1,2348
482,0,2341
483,0,2349
484,1,2346
485,0,2344
486,1,2347
487,0,2341
488,0,2344
489,0,2346
490,0,2350
491,0,2342
492,0,2343
493,0,2344
494,0,2347
495,0,2342
496,1,2341
497,1,2341
498,0,2341
499,0,2345
500,0,2348
501,0,2346
502,0,2341
503,1,2345
504,0,2346
505,0,2345
506,0,2346
507,0,2343
508,0,2344
509,1,2341
510,1,2343
511,0,2346
512,0,2342
513,1,2342
514,0,2345
515,0,2343
516,0,2347
517,1,2350
518,0,2341
519,0,2343
520,1,2344
521,0,2344
522,1,2345
523,1,2341
524,0,2344
525,0,2342
526,0,2344
527,0,2350
528,0,2346
529,0,2345
530,1,2342
531,0,2342
532,1,2344
533,0,2347
534,1,2346
535,1,2341
536,0,2348
537,1,2347
538,0,2344
539,0,2343
540,1,2349
541,0,2350
542,0,2342
543,0,2342
544,0,2343
545,1,2349
546,0,2344
547,1,2347
548,0,2344
549,0,2341
550,0,2342
551,1,2343
552,0,2344
553,1,2346
554,0,2347
555,0,2345
556,0,2343
557,0,2345
558,0,2344
559,0,2343
560,1,2342
561,0,2341
562,1,2347
563,0,2346
564,0,2344
565,0,2343
566,0,2343
567,0,2341
568,1,2346
569,0,2341
570,1,2346
571,0,2343
572,0,2345
573,1,2341
574,0,2342
575,1,2342
576,0,2346
577,0,2346
578,0,2344
579,0,2345
580,1,2341
581,0,2345
582,0,2344
583,0,2341
584,0,2343
585,1,2346
586,0,2343
587,0,2343
588,0,2345
589,0,2345
590,1,2342
591,0,2350
592,1,2341
593,0,2343
594,0,2342
595,0,2344
596,1,2345
597,0,2344
598,0,2346
599,0,2343
600,0,2346
601,1,2341
602,0,2342
603,0,2342
604,0,2343
605,1,2341
606,1,2352
607,0,2343
608,1,2346
609,0,2341
610,0,2343
611,1,2344
612,0,2346
613,0,2343
614,0,2347
615,0,2341
616,1,2341
617,0,2345
618,0,2344
619,0,2343
620,1,2345
621,0,2341
622,1,2343
623,0,2348
624,0,2342
625,0,2342
626,1,2341
627,0,2344
628,0,2345
629,1,2343
630,0,2343
631,0,2342
632,1,2344
633,0,2342
634,0,2346
635,0,2343
636,1,2342
637,0,2345
638,0,2341
639,1,2345
640,0,2346
641,0,2341
642,1,2342
643,0,2344
644,0,2342
645,0,2343
646,0,2346
647,0,2344
648,0,2343
649,0,2343
650,0,2346
651,0,2345
652,1,2345
653,0,2346
654,1,2346
655,0,2348
656,1,2346
657,0,2343
658,0,2343
659,1,2341
660,0,2342
661,1,2344
662,1,2349
663,0,2346
664,1,2344
665,0,2341
666,0,2341
667,0,2341
668,1,2345
669,1,2352
670,0,2343
671,0,2345
672,0,2346
673,0,2349
674,0,2344
675,1,2348
676,0,2341
677,0,2341
678,0,2344
679,1,2348
680,0,2342
681,0,2343
682,1,2346
683,0,2346
684,0,2343
685,1,2353
686,1,2348
687,0,2343
688,0,2341
689,0,2342
690,1,2342
691,0,2348
692,1,2344
693,0,2341
694,0,2345
695,0,2344
696,0,2345
697,0,2342
698,1,2344
699,0,2341
700,1,2343
701,0,2349
702,1,2341
703,0,2342
704,0,2342
705,0,2342
706,0,2346
707,0,2341
708,0,2343
709,0,2342
710,1,2342
711,0,2341
712,0,2341
713,0,2342
714,0,2346
715,1,2345
716,0,2341
717,0,2347
718,0,2342
719,1,2346
720,0,2343
721,1,2343
722,1,2345
723,0,2342
724,1,2342
725,0,2344
726,0,2341
727,0,2342
728,0,2342
729,1,2347
730,0,2346
731,1,2344
732,0,2344
733,0,2341
734,0,2342
735,1,2344
736,0,2343
737,0,2341
738,0,2343
739,0,2343
740,0,2342
741,0,2342
742,1,2344
743,1,2342
744,0,2349
745,1,2342
746,0,2352
747,0,2344
748,0,2346
749,0,2341
750,0,2344
751,0,2341
752,1,2342
753,0,2346
754,1,2345
755,0,2341
756,1,2350
757,0,2344
758,0,2344
759,0,2343
760,0,2347
761,0,2346
762,0,2346
763,0,2345
764,0,2343
765,0,2344
766,0,2343
767,0,2343
768,0,2341
769,0,2344
770,1,2346
771,1,2340
772,0,2343
773,1,2342
774,1,2341
775,0,2348
776,0,2341
777,0,2342
778,0,2341
779,0,2345
780,0,2347
781,1,2343
782,0,2345
783,0,2341
784,0,2340
785,1,2347
786,0,2340
787,0,2341
788,1,2348
789,0,2341
790,0,2349
791,0,2342
792,0,2344
793,0,2346
794,0,2341
795,1,2343
796,0,2343
797,0,2346
798,0,2341
799,1,2347
800,0,2343
801,0,2345
802,0,2342
803,1,2345
804,0,2344
805,0,2343
806,0,2342
807,0,2343
808,1,2342
809,0,2344
810,1,2345
811,0,2345
812,0,2351
813,1,2347
814,0,2342
815,0,2342
816,1,2344
817,1,2348
818,0,2342
819,0,2346
820,0,2342
821,0,2342
822,0,2342
823,1,2345
824,0,2346
825,0,2342
826,1,2343
827,0,2342
828,1,2343
829,0,2348
830,0,2341
831,0,2342
832,0,2345
833,0,2342
834,0,2343
835,1,2341
836,0,2344
837,1,2342
838,0,2343
839,0,2344
840,0,2346
841,0,2344
842,0,2341
843,1,2348
844,0,2349
845,0,2347
846,0,2343
847,0,2348
848,0,2345
849,0,2341
850,1,2342
851,0,2343
852,0,2349
853,0,2347
854,0,2342
855,1,2345
856,0,2344
857,0,2351
858,0,2350
859,0,2348
860,0,2347
861,0,2344
862,1,2348
863,1,2347
864,1,2341
865,0,2349
866,0,2345
867,0,2343
868,0,2343
869,1,2343
870,0,2346
871,0,2341
872,0,2347
873,0,2343
874,0,2344
875,0,2344
876,1,2342
877,0,2341
878,1,2343
879,0,2346
880,0,2343
881,0,2343
882,0,2343
883,1,2348
884,0,2347
885,0,2345
886,0,2344
887,0,2343
888,1,2346
889,0,2346
890,0,2343
891,1,2345
892,0,2344
893,0,2341
894,1,2341
895,0,2341
896,1,2344
897,0,2342
898,0,2342
899,1,2348
900,0,2351
901,0,2344
902,0,2341
903,1,2348
904,0,2343
905,0,2344
906,1,2344
907,0,2344
908,0,2346
909,1,2349
910,0,2341
911,1,2348
912,0,2345
913,0,2345
914,0,2343
915,0,2345
916,0,2342
917,0,2343
918,0,2342
919,0,2344
920,0,2341
921,0,2342
922,1,2348
923,0,2343
924,0,2343
925,0,2345
926,0,2344
927,0,2347
928,0,2344
929,0,2345
930,1,2342
931,0,2349
932,0,2344
933,0,2343
934,0,2342
935,1,2351
936,0,2346
937,0,2344
938,0,2348
939,0,2348
940,0,2343
941,0,2347
942,1,2344
943,0,2342
944,0,2352
945,0,2345
946,0,2344
947,1,2344
948,0,2342
949,0,2342
950,1,2341
951,0,2341
952,0,2346
953,0,2344
954,0,2343
955,0,2342
956,1,2346
957,0,2342
958,0,2345
959,1,2340
960,0,2342
961,0,2344
962,1,2354
963,0,2346
964,1,2346
965,0,2341
966,1,2344
967,0,2343
968,1,2343
969,0,2343
970,1,2343
971,0,2348
972,1,2341
973,0,2347
974,0,2343
975,0,2342
976,0,2343
977,1,2341
978,0,2350
979,1,2346
980,0,2343
981,0,2341
982,0,2345
983,1,2340
984,0,2341
985,0,2341
986,0,2344
987,0,2344
988,0,2347
989,0,2344
990,0,2341
991,1,2345
992,0,2353
993,0,2342
994,0,2342
995,0,2349
996,0,2348
997,0,2348
998,0,2345
999,0,2347
1000,0,2349
1001,1,2347
1002,1,2345
1003,1,2345
1004,0,2352
1005,0,2341
1006,0,2349
1007,0,2344
1008,0,2347
1009,1,2349
1010,0,2348
1011,0,2344
1012,0,2348
1013,0,2351
1014,0,2345
1015,0,2348
1016,0,2352
1017,0,2345
1018,0,2347
1019,0,2350
1020,1,2346
1021,0,2347
1022,0,2353
1023,0,2352
1024,0,2345
1025,0,2350
1026,0,2345
1027,0,2351
1028,0,2348
1029,0,2347
1030,0,2350
1031,0,2346
1032,0,2346
1033,0,2346
1034,0,2349
1035,0,2346
1036,1,2346
1037,0,2351
1038,0,2353
1039,1,2347
1040,0,2347
1041,0,2346
1042,0,2346
1043,0,2353
1044,0,2347
1045,0,2345
1046,0,2345
1047,0,2344
1048,0,2349
1049,0,2345
1050,0,2345
1051,0,2348
1052,1,2354
1053,0,2346
1054,0,2346
1055,0,2345
1056,0,2342
1057,0,2345
1058,0,2351
1059,0,2352
1060,0,2342
1061,0,2352
1062,0,2346
1063,0,2345
1064,0,2349
1065,0,2344
1066,0,2348
1067,0,2345
1068,0,2346
1069,0,2347
1070,0,2347
1071,0,2344
1072,1,2347
1073,0,2349
1074,0,2349
1075,0,2345
1076,0,2345
1077,0,2348
1078,0,2345
1079,0,2345
1080,0,2347
1081,0,2345
1082,0,2346
1083,1,2346
1084,0,2359
1085,0,2345
1086,0,2346
1087,0,2343
1088,0,2347
1089,0,2347
1090,0,2353
1091,1,2346
1092,0,2351
1093,0,2344
1094,0,2346
1095,0,2347
1096,0,2349
1097,0,2345
1098,0,2347
1099,0,2347
1100,0,2345
1101,0,2346
1102,0,2347
1103,0,2349
1104,0,2351
1105,0,2354
1106,0,2348
1107,0,2346
1108,0,2345
1109,0,2344
1110,0,2346
1111,0,2346
1112,0,2350
1113,1,2344
1114,0,2344
1115,0,2348
1116,0,2349
1117,0,2346
1118,0,2345
1119,1,2344
1120,0,2352
1121,0,2348
1122,0,2352
1123,0,2350
1124,0,2349
1125,0,2346
1126,0,2350
1127,0,2347
1128,1,2350
1129,0,2345
1130,0,2352
1131,0,2346
1132,0,2347
1133,0,2344
1134,0,2351
1135,0,2349
1136,0,2346
1137,0,2345
1138,0,2345
1139,0,2346
1140,0,2345
1141,1,2346
1142,0,2347
1143,0,2346
1144,0,2349
1145,0,2348
1146,0,2345
1147,0,2343
1148,0,2347
1149,0,2343
1150,0,2347
1151,0,2346
1152,0,2346
1153,0,2352
1154,0,2345
1155,0,2345
1156,0,2346
1157,0,2347
1158,0,2344
1159,0,2348
1160,0,2347
1161,0,2346
1162,0,2350
1163,0,2342
1164,0,2346
1165,0,2348
1166,0,2346
1167,0,2346
1168,0,2345
1169,0,2348
1170,0,2346
1171,1,2345
1172,0,2347
1173,0,2345
1174,0,2350
1175,1,2344
1176,0,2349
1177,0,2346
1178,0,2346
1179,0,2347
1180,0,2356
1181,0,2346
1182,0,2346
1183,0,2347
1184,0,2348
1185,0,2348
1186,0,2346
1187,0,2345
1188,0,2347
1189,0,2346
1190,0,2346
1191,0,2350
1192,0,2345
1193,0,2346
1194,0,2342
1195,0,2348
1196,0,2350
1197,0,2349
1198,0,2355
1199,1,2351
1200,0,2355
1201,0,2346
1202,0,2350
1203,0,2345
1204,0,2347
1205,0,2345
1206,0,2346
1207,0,2346
1208,1,2345
1209,0,2346
1210,0,2347
1211,0,2346
1212,0,2347
1213,0,2349
1214,0,2347
1215,0,2348
1216,0,2346
1217,0,2347
1218,0,2348
1219,0,2342
1220,1,2347
1221,0,2345
1222,0,2347
1223,0,2352
1224,0,2347
1225,0,2344
1226,0,2344
1227,0,2347
1228,0,2350
1229,0,2348
1230,0,2347
1231,0,2348
1232,0,2350
1233,0,2345
1234,0,2345
1235,0,2345
1236,0,2345
1237,0,2345
1238,1,2345
1239,0,2344
1240,0,2347
1241,0,2345
1242,0,2345
1243,0,2345
1244,0,2349
1245,0,2346
1246,0,2348
1247,0,2351
1248,0,2348
1249,0,2346
1250,0,2346
1251,0,2345
1252,0,2345
1253,0,2346
1254,0,2342
1255,0,2345
1256,0,2346
1257,0,2345
1258,0,2343
1259,0,2344
1260,0,2348
1261,0,2346
1262,0,2349
1263,1,2345
1264,0,2345
1265,0,2350
1266,0,2348
1267,0,2347
1268,0,2349
1269,0,2350
1270,0,2348
1271,0,2346
1272,0,2348
1273,0,2347
1274,0,2351
1275,0,2347
1276,0,2351
1277,0,2351
1278,0,2346
1279,0,2346
1280,0,2347
1281,0,2345
1282,0,2351
1283,0,2343
1284,0,2346
1285,0,2349
1286,0,2351
1287,0,2342
1288,0,2345
1289,0,2347
1290,1,2356
1291,0,2350
1292,0,2346
1293,0,2345
1294,0,2348
1295,0,2348
1296,0,2345
1297,0,2344
1298,1,2346
1299,0,2344
1300,0,2345
1301,0,2351
1302,1,2347
1303,0,2347
1304,0,2343
1305,0,2347
1306,0,2345
1307,0,2350
1308,1,2351
1309,0,2354
1310,0,2344
1311,0,2347
1312,0,2343
1313,0,2346
1314,0,2350
1315,0,2346
1316,0,2348
1317,0,2350
1318,1,2344
1319,0,2345
1320,0,2351
1321,0,2346
1322,0,2345
1323,0,2346
1324,0,2347
1325,0,2347
1326,0,2347
1327,0,2349
1328,0,2348
1329,0,2348
1330,1,2346
1331,0,2345
1332,0,2342
1333,0,2346
1334,0,2346
1335,0,2343
1336,0,2347
1337,0,2347
1338,0,2346
1339,0,2347
1340,0,2347
1341,0,2345
1342,0,2348
1343,0,2345
1344,0,2345
1345,0,2348
1346,0,2355
1347,0,2346
1348,0,2349
1349,0,2347
1350,0,2348
1351,0,2349
1352,0,2345
1353,0,2352
1354,0,2349
1355,0,2345
1356,0,2347
1357,0,2348
1358,0,2346
1359,0,2346
1360,0,2345
1361,0,2349
1362,0,2345
1363,0,2344
1364,1,2348
1365,0,2346
1366,0,2345
1367,0,2347
1368,0,2346
1369,0,2346
1370,0,2346
1371,1,2345
1372,0,2352
1373,0,2350
1374,0,2348
1375,0,2347
1376,0,2346
1377,0,2345
1378,0,2351
1379,0,2344
1380,0,2341
1381,0,2354
1382,0,2345
1383,0,2345
1384,1,2348
1385,0,2345
1386,0,2353
1387,0,2345
1388,0,2349
1389,0,2346
1390,0,2345
1391,0,2346
1392,0,2349
1393,0,2347
1394,0,2344
1395,0,2351
1396,0,2349
1397,0,2347
1398,0,2347
1399,0,2351
1400,0,2348
1401,0,2349
1402,0,2345
1403,0,2344
1404,0,2346
1405,0,2346
1406,0,2352
1407,0,2348
1408,0,2347
1409,0,2346
1410,0,2345
1411,0,2345
1412,0,2345
1413,0,2349
1414,0,2345
1415,0,2346
1416,0,2344
1417,0,2346
1418,0,2347
1419,0,2345
1420,0,2356
1421,0,2344
1422,0,2345
1423,0,2349
1424,0,2348
1425,0,2344
1426,0,2348
1427,0,2349
1428,0,2346
1429,0,2348
1430,0,2347
1431,0,2344
1432,0,2348
1433,0,2350
1434,0,2349
1435,0,2345
1436,0,2348
1437,0,2350
1438,0,2350
1439,0,2347
1440,0,2348
1441,0,2350
1442,0,2347
1443,0,2346
1444,0,2345
1445,0,2346
1446,1,2353
1447,0,2345
1448,0,2345
1449,0,2347
1450,0,2351
1451,0,2345
1452,0,2346
1453,0,2347
1454,0,2351
1455,0,2347
1456,0,2354
1457,0,2345
1458,0,2347
1459,0,2346
1460,0,2348
1461,0,2348
1462,0,2347
1463,0,2349
1464,0,2345
1465,0,2348
1466,0,2351
1467,0,2342
1468,0,2353
1469,1,2345
1470,1,2346
1471,0,2351
1472,0,2349
1473,0,2348
1474,0,2345
1475,0,2345
1476,0,2348
1477,0,2350
1478,0,2351
1479,0,2348
1480,0,2348
1481,0,2343
1482,0,2347
1483,0,2347
1484,0,2347
1485,0,2344
1486,0,2351
1487,0,2345
1488,0,2343
1489,0,2347
1490,0,2350
1491,0,2348
1492,0,2344
1493,1,2347
1494,0,2347
1495,0,2349
1496,0,2346
1497,0,2346
1498,0,2349
1499,0,2342
1500,0,2350
1501,0,2347
1502,0,2349
1503,0,2347
1504,0,2354
1505,0,2347
1506,0,2346
1507,0,2346
1508,0,2350
1509,0,2345
1510,1,2345
1511,0,2344
1512,0,2346
1513,0,2347
1514,0,2344
1515,1,2342
1516,0,2346
1517,0,2346
1518,0,2345
1519,0,2346
1520,0,2345
1521,0,2344
1522,1,2347
1523,0,2349
1524,0,2345
1525,0,2343
1526,0,2347
1527,0,2348
1528,0,2362
1529,0,2345
1530,0,2346
1531,0,2350
1532,1,2341
1533,0,2350
1534,0,2346
1535,0,2350
1536,0,2351
1537,0,2346
1538,0,2344
1539,0,2349
1540,0,2345
1541,0,2347
1542,1,2348
1543,0,2346
1544,0,2347
1545,0,2346
1546,0,2345
1547,0,2347
1548,0,2350
1549,0,2345
1550,0,2347
1551,0,2345
1552,0,2347
1553,0,2347
1554,0,2345
1555,1,2347
1556,0,2348
1557,0,2341
1558,0,2345
1559,0,2348
1560,1,2345
1561,0,2346
1562,0,2345
1563,0,2347
1564,0,2351
1565,0,2348
1566,0,2346
1567,0,2347
1568,0,2349
1569,0,2348
1570,0,2346
1571,0,2350
1572,1,2350
1573,0,2347
1574,0,2347
1575,0,2346
1576,1,2349
1577,0,2347
1578,0,2347
1579,0,2356
1580,0,2347
1581,0,2345
1582,0,2345
1583,0,2349
1584,0,2351
1585,0,2346
1586,0,2351
1587,0,2343
1588,0,2345
1589,0,2345
1590,0,2347
1591,0,2346
1592,0,2345
1593,1,2346
1594,0,2349
1595,0,2348
1596,0,2343
1597,0,2350
1598,0,2352
1599,0,2346
1600,0,2346
1601,1,2349
1602,0,2346
1603,0,2345
1604,0,2347
1605,0,2352
1606,0,2346
1607,0,2344
1608,0,2344
1609,0,2349
1610,0,2356
1611,0,2345
1612,0,2346
1613,0,2345
1614,0,2352
1615,0,2345
1616,0,2348
1617,0,2341
1618,0,2351
1619,0,2350
1620,0,2345
1621,0,2348
1622,0,2349
1623,0,2348
1624,0,2347
1625,0,2347
1626,1,2350
1627,0,2346
1628,0,2345
1629,0,2346
1630,0,2345
1631,0,2344
1632,0,2349
1633,1,2348
1634,0,2344
1635,0,2345
1636,0,2349
1637,0,2342
1638,0,2345
1639,0,2346
1640,0,2346
1641,0,2347
1642,0,2347
1643,0,2345
1644,0,2345
1645,0,2347
1646,0,2345
1647,0,2348
1648,0,2351
1649,0,2343
1650,0,2346
1651,0,2347
1652,0,2346
1653,0,2345
1654,0,2346
1655,0,2349
1656,0,2346
1657,0,2344
1658,0,2343
1659,1,2355
1660,0,2342
1661,0,2346
1662,0,2347
1663,0,2350
1664,0,2345
1665,0,2348
1666,0,2348
1667,0,2345
1668,0,2349
1669,0,2347
1670,0,2345
1671,0,2345
1672,0,2349
1673,0,2346
1674,0,2345
1675,0,2344
1676,0,2349
1677,0,2347
1678,0,2345
1679,0,2348
1680,0,2353
1681,1,2345
1682,0,2345
1683,0,2346
1684,0,2357
1685,1,2353
1686,0,2345
1687,0,2346
1688,0,2349
1689,0,2349
1690,0,2348
1691,0,2348
1692,0,2349
1693,0,2347
1694,0,2347
1695,1,2345
1696,0,2348
1697,0,2351
1698,1,2346
1699,0,2346
1700,0,2349
1701,0,2345
1702,0,2348
1703,1,2346
1704,0,2345
1705,0,2341
1706,0,2345
1707,0,2352
1708,0,2349
1709,0,2350
1710,0,2344
1711,0,2343
1712,0,2345
1713,0,2347
1714,0,2346
1715,0,2351
1716,0,2351
1717,0,2347
1718,1,2351
1719,0,2345
1720,0,2347
1721,0,2344
1722,1,2351
1723,0,2345
1724,0,2345
1725,0,2347
1726,0,2346
1727,0,2348
1728,0,2345
1729,0,2349
1730,0,2345
1731,0,2345
1732,0,2346
1733,0,2346
1734,0,2347
1735,0,2346
1736,0,2346
1737,0,2345
1738,0,2345
1739,0,2347
1740,0,2354
1741,0,2348
1742,0,2348
1743,0,2342
1744,0,2357
1745,0,2355
1746,0,2350
1747,0,2347
1748,0,2348
1749,0,2343
1750,0,2345
1751,0,2347
1752,0,2345
1753,0,2343
1754,0,2345
1755,0,2345
1756,0,2345
1757,0,2346
1758,0,2346
1759,1,2345
1760,0,2347
1761,0,2348
1762,0,2345
1763,0,2349
1764,0,2348
1765,0,2345
1766,0,2349
1767,0,2349
1768,0,2345
1769,0,2347
1770,0,2347
1771,0,2350
1772,0,2347
1773,0,2346
1774,0,2344
1775,0,2349
1776,0,2346
1777,0,2353
1778,1,2345
1779,0,2348
1780,0,2345
1781,0,2353
1782,0,2349
1783,0,2347
1784,0,2346
1785,0,2346
1786,0,2344
1787,0,2350
1788,0,2351
1789,0,2349
1790,0,2349
1791,0,2344
1792,0,2347
1793,0,2349
1794,0,2356
1795,0,2347
1796,0,2346
1797,0,2345
1798,0,2345
1799,0,2351
1800,0,2343
1801,0,2346
1802,0,2345
1803,0,2345
1804,0,2346
1805,0,2347
1806,0,2343
1807,0,2345
1808,0,2346
1809,0,2354
1810,0,2343
1811,0,2345
1812,0,2348
1813,0,2353
1814,0,2350
1815,0,2348
1816,1,2348
1817,0,2345
1818,0,2343
1819,0,2341
1820,0,2349
1821,0,2348
1822,0,2347
1823,0,2341
1824,0,2350
1825,1,2351
1826,0,2344
1827,0,2347
1828,0,2345
1829,0,2351
1830,0,2346
1831,0,2344
1832,0,2349
1833,0,2349
1834,0,2346
1835,0,2347
1836,0,2347
1837,0,2350
1838,0,2351
1839,0,2344
1840,0,2347
1841,0,2345
1842,0,2345
1843,0,2346
1844,0,2345
1845,0,2347
1846,0,2344
1847,0,2350
1848,0,2348
1849,0,2348
1850,0,2345
1851,0,2354
1852,0,2347
1853,0,2349
1854,0,2346
1855,0,2360
1856,0,2349
1857,0,2341
1858,0,2348
1859,0,2349
1860,0,2346
1861,0,2349
1862,1,2347
1863,0,2345
1864,0,2353
1865,0,2343
1866,0,2346
1867,0,2349
1868,0,2346
1869,0,2345
1870,0,2346
